id,created,updated,title,content,tags,product,topic,locale,answers,creator
1330825,2021-03-27 15:38:24 -0700,2021-03-27 15:50:41 -0700,i can't log-in to facebook,<p>tell me pls </p>,windows-7;desktop;other;firefox-870;,firefox,other,en-US,1401716;,mahmed26565
1330823,2021-03-27 15:33:44 -0700,2021-03-27 15:54:07 -0700,FireFox Nightly,<p>How can I revert from Nightly back to normal FireFox?  When I try to install the normal FireFox I lose all of bookmarks and saved passwords etc. </p>,desktop;download-and-install_1;windows-10;,firefox,download-and-install,en-US,1401717;,radardr45
1330822,2021-03-27 15:15:23 -0700,2021-03-27 15:15:23 -0700,Search preferences,<p>how do I keep my search preferences from changing every time I open Firefox? I prefer to use google as my main search engine and I have set it to this in my preferences thru the option menu. However every time I quit and  then reopen Firefox my search engine reverts to yahoo? Why Yahoo? and why does this happen and how do I stop it? </p>,mac-os;desktop;customize;firefox-870;,firefox,customize,en-US,"",IVR4
1330821,2021-03-27 14:53:21 -0700,2021-03-27 14:53:21 -0700,autofill passwords,"<p>I am running Windows 10 with FF 87  FF used to auto fill passwords,  suddenly it does not. I have read many of the posts with same problem but none of the answers work for me3. correct boxes  for both auto fill logons and passwords,  looked into   about:config.  so far nothing seems to work.  I am think m""maybe"" if I use a password manager like Dashlane it might solve the issue, BUT in any case i sure do need some help:) </p><p>Thank you  Allen </p>",desktop;privacy-and-security_1;windows-10;firefox-870;,firefox,privacy-and-security,en-US,"",allen-tina
1330817,2021-03-27 14:08:00 -0700,2021-03-27 14:09:02 -0700,Error 400,"<p>myself and others are getting an error 400 message on <a href=""http://year01.com"" rel=""nofollow"">year01.com</a> website. its fine in chrome and safari.  Your technical support key is: 2d48-81c1-582e-c5e4 </p>",desktop;other;,firefox,other,en-US,1401693;,info5163
1330816,2021-03-27 14:07:53 -0700,2021-03-27 15:18:00 -0700,Firefox not allowing page to open,"<p>When logged in to my Virginmedia account,Firefox gives the message""Firefox has prevented this page from automaticaly loading""when I try to view a different page.When I select ""Allow""nothing happens.Has anyone else had this problem? </p>",desktop;fix-problems;windows-10;firefox-870;,firefox,fix-problems,en-US,1401694;1401712;,Terrysutt
1330812,2021-03-27 13:06:39 -0700,2021-03-27 13:06:39 -0700,I have to click triple time for picking word,<p>I have to click triple times for picking one word instead of double click. I check on chrome and any other places its work double click. Problem is here on firefox. </p>,desktop;other;windows-10;firefox-870;,firefox,other,en-US,"",sertangocmez
1330809,2021-03-27 12:20:51 -0700,2021-03-27 12:20:51 -0700,css custom font error,"<p>Hi dears. I am developing a web site. I want to use a custom font in my web site. Chrome browser shows my web site well but Firefox doesn't. I searched a lot in internet but no luck :( Error message in Web Developer console is : Error 1: downloadable font: hdmx: the table should not be present when bit 2 and 4 of the head-&gt;flags are not set (font-family: ""F_Koodak"" style:normal weight:100 stretch:100 src index:0) source: http://localhost:58677/F_KOODAK.TTF Error 2: downloadable font: Table discarded (font-family: ""F_Koodak"" style:normal weight:100 stretch:100 src index:0) source: http://localhost:58677/F_KOODAK.TTF </p>",desktop;fix-problems;windows-10;firefox-870;,firefox,fix-problems,en-US,"",morteza7771
1330808,2021-03-27 12:12:40 -0700,2021-03-27 14:59:42 -0700,"Images - set default to don't load, but load on demand","<p>My Firefox version is 78.9.0esr (Mac).  I don't have the fastest bandwidth (like many peiople outside large cities).  How can I turn off images, but still easily view them when I want? </p>",desktop;customize;mac-os-x-1010;firefox-780;,firefox,customize,en-US,1401682;1401709;,istephen
1330807,2021-03-27 12:12:39 -0700,2021-03-27 14:14:00 -0700,logon auto fill,"<p>Autofill offers mistake I made as selection options, along with the correct one. How do I delete these? I have deleted all logon entries in the passwords area for the site, logged on again, and they are still offered. </p>",desktop;customize;firefox-870;,firefox,customize,en-US,1401699;,dick.harris
1330805,2021-03-27 11:56:20 -0700,2021-03-27 11:56:20 -0700,enlarge fonts for magazine supplied by Overdrive Toronto library Canada,"<p>Hi I am living in Toronto Canada and I am using the Toronto library Canada, renting paper books and ebooks and e-magazines with <a href=""https://www.overdrive.com/.With"" rel=""nofollow"">https://www.overdrive.com/.With</a> Firefox windows 10 and Firefox android 10 I can enlarge fonts of the eBooks,but not for some e-magazines as the <a href=""http://economist.com"" rel=""nofollow"">economist.com</a> here attached.Even if I set the font 300% of my usual font on my browser, the font size of the magazine does not change.I hope that Firefox could help solve this problem for me and for my senior friends. </p><p>Thanks, </p><p>Have a nice day. </p>",desktop;other;windows-10;firefox-870;,firefox,other,en-US,"",pierofor
1330804,2021-03-27 11:32:59 -0700,2021-03-27 14:14:49 -0700,Emal Login,<p>Can't login to my email: with my yahoo: [email]@sbcglobal.net </p><p>Jon Spence </p>,mac-os;desktop;websites;firefox-870;,firefox,websites,en-US,1401700;,jonmspence
1330803,2021-03-27 11:17:39 -0700,2021-03-27 13:23:03 -0700,Pocket ha desaparecido del menu,"<p>En la barra superior, en (III/) me salia un acceso a Pocket, pero ahora me doy cuenta que ha desaparecido con la ultima actualización. ¿Lo van a quitar?, como puedo volver a ponerlo allí. Gracias. </p>",desktop;customize;windows-10;firefox-870;,firefox,customize,es,1401638;1401662;1401665;1401681;,ircmer
1330802,2021-03-27 11:16:00 -0700,2021-03-27 12:26:39 -0700,Password Manager Alias,"<p>Is there a way to assign a name or alias to websites listed in the Logins &amp; Passwords manager? I'm helping my dad set up an account for billpay for company A who uses Company B to provide the payment functionality. The problem is Company B's URL has no reference to Company A at all and that's where the login and pw are configured. My dad won't know to look for Company B's URL in Logins &amp; Passwords. Heck, it took me awhile to figure out the credentials were saved under Company B; I kept searching for Company A. It would make life much easier if I could alias company B's URL or add a keyword to it. Thanks for any assistance. </p>",mac-os;desktop;customize;firefox-870;,firefox,customize,en-US,1401650;1401659;,beckyjo0725
