id,created,updated,title,content,tags,product,topic,locale,answers,creator
1378350,2022-05-29 16:35:45 -0700,2022-05-29 16:35:45 -0700,lost all history with new update,<p>where has my history gone passwords/ every thing gone </p>,desktop;other;windows-10;firefox-1000;,firefox,other,en-US,"",graemeadair07
1378348,2022-05-29 16:25:28 -0700,2022-05-29 16:25:28 -0700,Change How Long Notifications Stay On-screen,"<p>Is it possible to change how long notifications stay on-screen for? I often find they stay on-screen for too long and would like to shorten the duration. I tried researching it, but couldn't find any answers. </p>",desktop;customize;windows-11;firefox-1000;firefox-10002;,firefox,customize,en-US,"",spencer.thompson0126
1378346,2022-05-29 16:20:01 -0700,2022-05-29 16:20:01 -0700,How is this possible? Image URL sometimes loads a page!?,"<p>Lately I've found on a number of occasions that I've pasted the URL of an image into the Firefox address bar, but instead of the image loading, it's somehow led to a page opening - even though the URL STILL shows that it's an image and not a page? </p><p>Here's an example: <a href=""https://64.media.tumblr.com/tumblr_m0p5jy7Lhh1qzfdsjo9_250.gif"" rel=""nofollow"">https://64.media.tumblr.com/tumblr_m0p5jy7Lhh1qzfdsjo9_250.gif</a> If I paste this GIF URL into the address bar, it often loads a page which says ""tumblr"" in the corner. But sometimes it just loads the image!? </p><p>Any idea what's going on here? </p>",windows-7;desktop;firefox-1000;website-breakages;firefox-10002;,firefox,website-breakages,en-US,"",MartyJames
1378345,2022-05-29 16:17:25 -0700,2022-05-29 16:17:25 -0700,Block feature is not working,<p>The block feature is not working. I can delete meeages in junk but cannot block them. It was working yesterday. Hope you can help </p>,desktop;other;windows-10;firefox-1000;firefox-10002;,firefox,other,en-US,"",brigydon1
1378344,2022-05-29 16:12:02 -0700,2022-05-29 16:12:02 -0700,Inability to run Thunderbird,"<p>I normally protect all of my passwords via Firefox by a log in when I start up Thunderbird.  This login has suddenly vanished and at the same time I am unable to receive e mails. However I am getting no error messages concerning my access to the server nor when I start up thunderbird.   I think the problem might be because I declined to register with a certificate provider.   However this request came without any notification of who or why this message had been sent which made me hesitate. My e mail server is via IEEE which is now handled by GMail. However the day before this problem started I had found that my log in to that server would not work and I rather than recreating a new password I contacted IEEE about the issue and my login was restored. I do not know whether this credentially request came from IEEE, or Gmail but I assume that it is somehow linked to my suddent inability to sign in to Thunderbird in the usual way.   I do not know whether my passwords are still protected nor what is happening.  Can you help?  I at the moment however cannot receive e mails. Though you could send me an e mail via vairapelekis@gmail.com Thanks Terence </p>",desktop;privacy-and-security_1;windows-10;firefox-1000;firefox-10002;,firefox,privacy-and-security,en-US,"",follower
1378343,2022-05-29 15:34:50 -0700,2022-05-29 15:50:20 -0700,pop ups,"<p>No matter what settings I try, popups keep on coming.  Im using ver 100.0.2 and none of the web ""help"" sites match the ""hamburger"" choice drop-down that I have. </p>",windows-7;desktop;privacy-and-security_1;firefox-1000;firefox-10002;,firefox,privacy-and-security,en-US,1508739;,d_penny
1378340,2022-05-29 15:10:50 -0700,2022-05-29 15:49:35 -0700,Access Denied Browser Messages,"<p>When I try to reach <a href=""http://Omahasteaks.com"" rel=""nofollow"">Omahasteaks.com</a> as I have been doing for a few years, I am now getting this message no matter what like I click on when I do my internet search for their related links.  This just started about a week or two ago. </p><p>Access Denied You don't have permission to access ""<a href=""http://www.omahasteaks.com/info/Customer-Service"" rel=""nofollow"">http://www.omahasteaks.com/info/Customer-Service</a>"" on this server. </p><p>Reference #18.4f2b3417.1653172665.5359ff57  </p><p>Access Denied You don't have permission to access ""<a href=""http://www.omahasteaks.com/servlet/OnlineShopping?"" rel=""nofollow"">http://www.omahasteaks.com/servlet/OnlineShopping?</a>"" on this server. </p><p>Reference #18.4f2b3417.1653172470.5354b507  </p><p>Access Denied You don't have permission to access ""<a href=""http://www.omahasteaks.com/info/Membership-Account"" rel=""nofollow"">http://www.omahasteaks.com/info/Membership-Account</a>"" on this server. </p><p>Reference #18.20aa2c17.1653168709.621ac860 </p>",windows-7;desktop;firefox-1000;website-breakages;,firefox,website-breakages,en-US,1508734;1508740;,rabcomlink
1378339,2022-05-29 15:00:59 -0700,2022-05-29 15:00:59 -0700,Webauthn/FIDO2 2FA key support for Firefox Accounts,"<p>Hi, Firefox Accounts (Fxa) support TOPT (Google authenticator etc) 2FA, which is pretty good, however it would be great if you could support Webauthn/FIDO2 (Yubikey etc). </p><p>There was a Bugzilla bug for this, <a href=""https://bugzilla.mozilla.org/show_bug.cgi?id=1464888"" rel=""nofollow"">https://bugzilla.mozilla.org/show_bug.cgi?id=1464888</a> opened 4 years ago, however about a year ago it was closed wontfix because it ""is not currently on our roadmap"" </p><p>Which seems like a really bad idea? Given that most security people, browsers and OSs are saying ""passwordless is the future"", and FIDO2 is how that will happen. And even passwordless aside, FIDO2 is a more robust and generally easier to use option than even TOTP apps </p>",desktop;beta;other;windows-10;firefox-1010;,firefox,other,en-US,"",accounts.ffsync.learning
1378338,2022-05-29 14:30:42 -0700,2022-05-29 14:43:45 -0700,Lost bookmarks,"<p>Hi, </p><p>I had a format on my computer and then I tried to log into Firefox but forgot my password, so I changed it. Now I cannot recover any of my bookmarks. Is there any way to have them back? </p><p>Thank you! </p>",desktop;bookmarks;windows-10;firefox-1000;firefox-10002;,firefox,bookmarks,en-US,1508716;1508718;1508724;,jagoda.mirowska
1378335,2022-05-29 13:09:08 -0700,2022-05-29 13:09:08 -0700,Firefox Crashes Computer,<p>bp-adf97e2a-95f2-425d-8e0c-66f920220529 </p>,desktop;fix-problems;windows-10;firefox-1000;firefox-10001;,firefox,fix-problems,en-US,"",barry_everett
1378334,2022-05-29 12:46:37 -0700,2022-05-29 13:19:52 -0700,Secure Connection Failed,"<p>How can I override the Secure Connection Failed issue? I just lost a connection *I am sure* is secure enough to browse safely. I have been using this site for many years. Mozilla is the only browser that does this and it's my favorite browser, but it's getting to the point of uselessness. </p><p>Mike Trahar </p>",desktop;windows-10;firefox-1000;website-breakages;firefox-10002;,firefox,website-breakages,en-US,1508700;,mjtrahar65
1378333,2022-05-29 12:22:35 -0700,2022-05-29 13:14:19 -0700,1GB de RAM en consumo por Firefox y ralentizando el propio navegador y el PC,"<p>Desde las versiones 90+ de Firefox la opción de multiproceso, la cual solo pongo a 1 o 2 desapareció de la configuración. Al entrar en modo seguro aparecen las opciones, las cuales cambié pero no solucionó el problema y aún en este modo presentaba lentitud y uso excesivo de memoria entre 400 a 600 MB y mínimo 5 procesos. Deshabilite la aceleración por hardware y se mantuvo el problema. Al consultar los procesos de Firefox desde las herramientas propias del Navegador se aprecia uso excesivo de GPU entre 300 a 500 MB y procesos asociados a esta y red entre otros de las pestañas. Al comparar con el Administrador de tareas de windows con todas las aplicaciones del PC cerradas, este mostraba casi el doble de la sumas de los procesos que muestra firefox, 1200 MB aproximadamente y al menos 10 a 15 procesos, sin pestañas abiertas (solo la pestaña de marcadores) y con los complementos deshabilitados. Mi PC Tiene Windows 10, 6GB de RAM y Procesador Intel Core i3 m370. ¿Cómo se puede solucionar esto? Soy desarrollador web y esto me complica el Trabajo por la lentitud general del navegador y además me ralentiza el PC donde debo usar Herramientas de desarrollo. Gracias de antemano. </p>",desktop;fix-problems;needsinfo;windows-10;firefox-1000;firefox-10002;,firefox,fix-problems,es,1508699;,dariemgl
1378332,2022-05-29 12:20:27 -0700,2022-05-29 16:36:48 -0700,Forgot Firefox Account Old Password,"<p>Hello, I was reinstalling my OS, and I didn't create recovery code for my data to retrieve it after (which I found out after reinstalling my OS) on my Mozilla Firefox account, I had a lot of passwords, bookmarks and data that I need to recover, also for my full time job a lot of valuable data which I have lost now. I couldn't find any email address so I can address my concern directly, It's why I am posting here. Please help, I am so lost now. I can also provide you with any information needed, just let me know. </p><p>Firefox Account Email: [email]@hotmail.com Contact Email: [email]@hotmail.com </p><p>I would really appreciate your help, and hoping on resolving my concern in a timely manner. </p><p>Blagojche </p>",desktop;sync;windows-10;firefox-1000;firefox-10002;,firefox,sync,en-US,1508701;1508706;1508719;1508720;1508729;,blagojche_ivanoski
1378330,2022-05-29 11:49:16 -0700,2022-05-29 14:21:30 -0700,Jenkins error,"<p>Hello, </p><p>In running version 100.0.2 (64-bit) and recently started getting the below error in Jenkins  No valid crumb was included in the request(have been running Jenkins for over 2 years and never had this issue) </p><p>When  I switch over to a Private Window the issue no longer occurs. </p><p>I tried the exact same webpage in Chrome browser and it works without having to go to a private mode. </p><p>Any Ideas ? </p>",desktop;other;windows-10;firefox-1000;firefox-10002;,firefox,other,en-US,1508703;1508715;,swreg
1378329,2022-05-29 11:35:49 -0700,2022-05-29 15:11:10 -0700,problem with links to PDFs on websites,"<p>When I click on a link to a PDF in a website, expecting it to open, it does not open. Instead, I am asked to save it to a file on my computer (apparently more or less selected at random). To open it and read it I have to navigate to that file. Not a terrible problem, but bothersome. I imagine I must have inadvertently told Firefox to behave this way. </p>",desktop;other;windows-10;,firefox,other,en-US,1508686;1508726;1508733;,jhromer1
