id,created,updated,title,content,tags,product,topic,locale,answers,creator
1400049,2022-12-18 21:20:33 -0800,2022-12-18 21:20:33 -0800,Bookmark function in version 108.0.1,"<p>I have been using Firefox for at least 15 years.  And I have contributed what I could periodically to support such a useful App. Dragging and dropping Tabs into bookmark folders in a ""Library"" window and rearranging the order of bookmarks in and between folders in the ""Library"" window, also by dragging and dropping, were one of Firefox's most useful features. UP UNTIL VERSION 108.  What have you done to the library??!!  I have a research library of over 4MB of links in the library which took over a decade to accumulate and organize.  With this version (108.0.1) NO LINKS CAN BE ADDED, REMOVED OR REORGANIZED BY DRAGGING &amp; DROPPING.  If someone at Mozilla thinks this is a good idea, then I'll have to abandon Firefox permanently.  THIS IS NO LONGER A USABLE BROWSER WITHOUT A FUNCTIONING LIBRARY. </p>",desktop;bookmarks;firefox-1080;firefox-10801;,firefox,bookmarks,en-US,"",edmooresjs
1400048,2022-12-18 20:26:47 -0800,2022-12-18 20:26:47 -0800,Google docs buttons disappeared in Firefox on my new laptop,"<p>Hi! I bought new laptop with windows 11, installed the last last version of Firefox, then opened Google docs file, but there were empty spaces instead of buttons. In google chrome it works properly. I tried to refresh many times, tried to delete all extensions, tried to install new Firefox and opened doc in just installed browser - I still have the same problem. I would be grateful for any advice. </p>",desktop;windows-11;website-breakages;firefox-1080;firefox-10801;,firefox,website-breakages,en-US,"",Aivory
1400047,2022-12-18 19:58:16 -0800,2022-12-18 19:58:16 -0800,Firefox 108.0.1 in Mac OS unable to disable DNS over HTTS,"<p>In settings, general, network settings I DO NOT have Enable DNS over HTTPS checked but when checking via Cloudflare with <a href=""https://cloudflare-dns.com/help/"" rel=""nofollow"">https://cloudflare-dns.com/help/</a> it shows that Firefox is using DNS over HTTPS. I have Pfsense setup to use DNS over TLS. This used to work properly in Firefox...something changed. </p>",desktop;privacy-and-security_1;mac-os-x-1015;firefox-1080;firefox-10801;,firefox,privacy-and-security,en-US,"",jschneid002
1400046,2022-12-18 19:43:25 -0800,2022-12-18 19:43:25 -0800,Add a period after double space?,<p>I'm a Mac user. I would like to know how to a period after double tapping the space bar. Is that possible? I can't find it. </p>,desktop;customize;mac-os-x-1015;firefox-1070;firefox-10701;,firefox,customize,en-US,"",dylanm1998
1400045,2022-12-18 19:05:23 -0800,2022-12-18 19:14:03 -0800,just did this 3 times,<p>already did this 2 times how  many more time do I need to ask for help to the same problem ???? </p>,desktop;other;windows-10;firefox-1080;firefox-10801;,firefox,other,en-US,1554630;1554631;,m-lwall
1400044,2022-12-18 19:01:17 -0800,2022-12-18 19:01:17 -0800,email,<p>help me get my email </p>,desktop;other;windows-10;firefox-1080;firefox-10801;,firefox,other,en-US,"",m-lwall
1400043,2022-12-18 18:56:32 -0800,2022-12-18 18:56:32 -0800,How to tag multiple bookmars in folder and sub folders?,<p>Hi </p><p>I want to tag a lot of bookmaks in a folders and its sub folders. I don't find a way to do that niether addon. </p><p>Can anyone help me? </p>,desktop;bookmarks;mac-os-x-1015;firefox-1080;firefox-10801;,firefox,bookmarks,en-US,"",Lebel
1400042,2022-12-18 18:40:25 -0800,2022-12-18 21:14:44 -0800,Cannot realiably login to the browser.,"<p>The new install is disasterous. To log in is unreliable. I have looked to support documents for what the process is to log in and the instructions make no sense... it basically says that data will be lost no matter what you do ... and it is so. I would like to see a demo on youtube as what mozzilla was trying to accomplish ... its not like any login I have ever come across. Its really bizzar. After 2 days I was able to only get 2 of three devices configured ... it brakes really easy. If I get one device synced,  the other sync with good device breaks. </p><p>Its too broken to grab images. If tried restarting the computer, reinstalling firefox, resetting passwords .... </p><p>Firfox used to be fantastic... </p><p>Rand A.   [email]@gmail.com </p>",desktop;download-and-install_1;,firefox,download-and-install,en-US,"",88icarus04
1400038,2022-12-18 16:43:04 -0800,2022-12-18 17:41:40 -0800,Firefox hangs when trying to save file that already exists,"<p>Firefox seems to hang almost indefinitely when you are  </p> <ul><li> saving a file that already exists. </li><li> While multiple other files are downloading at the same time (around 20 file downloads) </li></ul> <p>My system is </p> <ul><li> Running Ubuntu 22.04 LTS </li><li> Running GNOME on Wayland </li><li> Using Nautilus as the File Manager </li></ul> <p>After the number of simultaneous downloads reaches around 5, it responds again with a dialog that says that a file with that name already exists. </p><p>I am running a Ryzen 9 5950x and the CPU utilization is only at 2% so I am wondering why it needs to hang for so long? </p>",linux;desktop;download-and-install_1;,firefox,download-and-install,en-US,"",coolcatco888
1400037,2022-12-18 16:40:32 -0800,2022-12-18 16:40:32 -0800,570mb memory looks high for just starting firefox,"<p>I taken screenshot of firefox along with task manager, 570mb memory to run firefox look high when I basically running. firefox  108.0.1 (64ibt) on win 11 -22H2 build no:22621.963. occasionally after i just startup and start firefox my laptop screen turns black. So I am reviewing  apps </p>",desktop;other;windows-11;firefox-1080;firefox-10801;,firefox,other,en-US,"",omickymouse
